EPA AQS ID,Country Code,Data Source,EPA Region,Elevation,GMT Offset Amount (hours),Latitude,Local Time at Monitor,Longitude,OZONE,Ozone & PM AQI,Ozone & PM AQI (For Labeling),Ozone & PM AQI (For Sorting),Ozone AQI,Ozone AQI (For Labeling),Ozone AQI (For Sorting),Ozone Measured at Site,Ozone Unit of Measure,PM10,PM10 AQI,PM10 AQI (For Labeling),PM10 AQI (For Sorting),PM10 Measured at Site,PM10 Unit of Measure,PM2.5,PM2.5 AQI,PM2.5 AQI (For Labeling),PM2.5 AQI (For Sorting),PM2.5 Measured at Site,PM2.5 Unit of Measure,PM2.5 & PM10 AQI,PM2.5 & PM10 AQI (For Labeling),PM2.5 & PM10 AQI (For Sorting),Reporting Area(s),Site Name,State Name,Site Operational Status,ValidTime,ObjectId,MonitorType,x,y
060631010,US,Northern Sierra AQMD,R9,0,-8,39.8134,2026-01-27 06:00:00 GMT-8,-120.4707,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,Portola,Portola,CA,Active,1/27/2026 2:00:00 PM,556338972,Permanent,-13410736.9795092,4838863.01203095
060650012,US,South Coast AQMD,R9,0,-8,33.920758,2026-01-27 06:00:00 GMT-8,-116.858419,24,23,23,23,23,23,23,1,PPB,,,ND,-999,0,,-1.4,0,0,0,1,UG/M3,0,0,0,Banning,Banning - South Hathaway Street,CA,Active,1/27/2026 2:00:00 PM,556338977,Permanent,-13008619.697987,4018166.71809883
060659003,US,California Air Resources Board,R9,25.3,-8,33.61235,2026-01-27 06:00:00 GMT-8,-114.60209,3,4,4,4,4,4,4,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Blythe,Blythe,CA,Active,1/27/2026 2:00:00 PM,556338988,Permanent,-12757446.3026449,3976868.11855326
060670012,US,Sacramento Metro. AQMD,R9,101.6,-8,38.683304,2026-01-27 06:00:00 GMT-8,-121.164457,19,30,30,30,17,17,17,1,PPB,,,ND,-999,0,,5,30,30,30,1,UG/M3,30,30,30,Folsom,Folsom,CA,Active,1/27/2026 2:00:00 PM,556338994,Permanent,-13487965.6554835,4676408.5806809
060670015,US,Sacramento Metro. AQMD,R9,0,-8,38.593328,2026-01-27 06:00:00 GMT-8,-121.503728,,69,69,69,,ND,-999,0,,,,ND,-999,0,,16,69,69,69,1,UG/M3,69,69,69,Sacramento,Bercut Dr,CA,Active,1/27/2026 2:00:00 PM,556338996,Permanent,-13525733.1304444,4663585.58068215
060675003,US,Sacramento Metro. AQMD,R9,59.2,-8,38.494475,2026-01-27 06:00:00 GMT-8,-121.211131,15,49,49,49,12,12,12,1,PPB,,,ND,-999,0,,8,49,49,49,1,UG/M3,49,49,49,Sloughhouse,Sloughhouse,CA,Active,1/27/2026 2:00:00 PM,556338998,Permanent,-13493161.3813968,4649515.98165228
060710005,US,South Coast AQMD,R9,1387.8,-8,34.243132,2026-01-27 06:00:00 GMT-8,-117.272275,16,27,27,27,17,17,17,1,PPB,,,ND,-999,0,,6,27,27,27,1,UG/M3,27,27,27,C San Bernardino M,Crestline - Lake Gregory,CA,Active,1/27/2026 2:00:00 PM,556339003,Permanent,-13054689.9371687,4061495.62258364
060710026,US,South Coast AQMD,R9,0,-8,34.068114,2026-01-27 06:00:00 GMT-8,-117.525796,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,SW San Bernardino,Ontario Near Road,CA,Active,1/27/2026 2:00:00 PM,556339006,Permanent,-13082911.7657941,4037951.74322489
060710027,US,South Coast AQMD,R9,0,-8,34.0309,2026-01-27 06:00:00 GMT-8,-117.617403,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,SW San Bernardino,60 Near Road,CA,Active,1/27/2026 2:00:00 PM,556339007,Permanent,-13093109.4103872,4032951.89621966
060714003,US,South Coast AQMD,R9,146.7,-8,34.059626,2026-01-27 06:00:00 GMT-8,-117.147347,27,25,25,25,25,25,25,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,E San Bernardino,Redlands - Dearborn,CA,Active,1/27/2026 2:00:00 PM,556339014,Permanent,-13040783.0158229,4036811.15388244
060750005,US,Bay Area Air District,R9,1.5,-8,37.7658,2026-01-27 06:00:00 GMT-8,-122.3978,4,73,73,73,5,5,5,1,PPB,,,ND,-999,0,,21,73,73,73,1,UG/M3,73,73,73,San Francisco,San Francisco,CA,Active,1/27/2026 2:00:00 PM,556339031,Permanent,-13625260.7702169,4546393.83233072
060798005,US,San Luis Obispo County APCD,R9,0,-8,35.64366,2026-01-27 06:00:00 GMT-8,-120.23134,43,36,36,36,36,36,36,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Red Hills,Redhills,CA,Active,1/27/2026 2:00:00 PM,556339044,Permanent,-13384091.5461929,4251699.66807266
060811001,US,Bay Area Air District,R9,0.9,-8,37.4828,2026-01-27 06:00:00 GMT-8,-122.2022,0,36,36,36,1,1,1,1,PPB,,,ND,-999,0,,6,36,36,36,1,UG/M3,36,36,36,Redwood City,Redwood City,CA,Active,1/27/2026 2:00:00 PM,556339046,Permanent,-13603486.6778178,4506618.25042888
060831013,US,Santa Barbara County Air Pollution Control District,R9,0,-8,34.7256,2026-01-27 06:00:00 GMT-8,-120.4278,41,37,37,37,37,37,37,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Lompoc,Lompoc HS&P,CA,Active,1/27/2026 2:00:00 PM,556339050,Permanent,-13405961.3733542,4126653.52307741
060831014,US,Santa Barbara County Air Pollution Control District,R9,0,-8,34.5414,2026-01-27 06:00:00 GMT-8,-119.7906,27,24,24,24,24,24,24,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Paradise Road,Paradise Road,CA,Active,1/27/2026 2:00:00 PM,556339051,Permanent,-13335028.5938207,4101732.56738377
060831021,US,Santa Barbara County Air Pollution Control District,R9,0,-8,34.402802,2026-01-27 06:00:00 GMT-8,-119.457497,22,21,21,21,21,21,21,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Carpinteria,Carpinteria,CA,Active,1/27/2026 2:00:00 PM,556339053,Permanent,-13297947.737479,4083017.58593376
060833001,US,Santa Barbara County Air Pollution Control District,R9,204.7,-8,34.605819,2026-01-27 06:00:00 GMT-8,-120.07506,12,12,12,12,10,10,10,1,PPB,,,ND,-999,0,,2,12,12,12,1,UG/M3,12,12,12,Santa Ynez,Santa Ynez,CA,Active,1/27/2026 2:00:00 PM,556339057,Permanent,-13366694.5361718,4110441.7122792
060850002,US,Bay Area Air District,R9,62.8,-8,36.999571,2026-01-27 06:00:00 GMT-8,-121.574684,1,34,34,34,3,3,3,1,PPB,,,ND,-999,0,,5,34,34,34,1,UG/M3,34,34,34,San Jose,Gilroy - 9th Street,CA,Active,1/27/2026 2:00:00 PM,556339059,Permanent,-13533631.9162331,4439046.99035172
060850005,US,Bay Area Air District,R9,9.5,-8,37.3483,2026-01-27 06:00:00 GMT-8,-121.8947,0,54,54,54,0,0,0,1,PPB,,,ND,-999,0,,10,54,54,54,1,UG/M3,54,54,54,San Jose,San Jose - Jackson St.,CA,Active,1/27/2026 2:00:00 PM,556339060,Permanent,-13569255.9343988,4487767.15356909
060850006,US,Bay Area Air District,R9,0,-8,37.338202,2026-01-27 06:00:00 GMT-8,-121.849892,,61,61,61,,ND,-999,0,,,,ND,-999,0,,8,61,61,61,1,UG/M3,61,61,61,San Jose,San Jose - Knox Ave,CA,Active,1/27/2026 2:00:00 PM,556339061,Permanent,-13564267.9306554,4486353.21411465
060851001,US,Bay Area Air District,R9,35.4,-8,37.2267,2026-01-27 06:00:00 GMT-8,-121.9786,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,San Jose,Los Gatos,CA,Active,1/27/2026 2:00:00 PM,556339062,Permanent,-13578595.6396764,4470753.12751327
060852006,US,Bay Area Air District,R9,86,-8,37.0792,2026-01-27 06:00:00 GMT-8,-121.5994,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,San Jose,San Martin,CA,Active,1/27/2026 2:00:00 PM,556339063,Permanent,-13536383.2887676,4450152.00295475
060870007,US,Monterey Bay Unified APCD,R9,0,-8,36.98332,2026-01-27 06:00:00 GMT-8,-121.98822,15,29,29,29,14,14,14,1,PPB,,,ND,-999,0,,4,29,29,29,1,UG/M3,29,29,29,Santa Cruz,Santa Cruz AMS,CA,Active,1/27/2026 2:00:00 PM,556339066,Permanent,-13579666.5331778,4436782.06530922
060871005,US,Monterey Bay Unified APCD,R9,98.2,-8,37.060738,2026-01-27 06:00:00 GMT-8,-122.083493,,64,64,64,,ND,-999,0,,,,ND,-999,0,,17,64,64,64,1,UG/M3,64,64,64,San Lorenzo Valley,SLV Middle School AMS,CA,Active,1/27/2026 2:00:00 PM,556339069,Permanent,-13590272.2750242,4447576.26602309
060890004,US,Shasta County Air Quality Management District,R9,152.5,-8,40.5497,2026-01-27 06:00:00 GMT-8,-122.3792,2,52,52,52,2,2,2,1,PPB,,,ND,-999,0,,9,52,52,52,1,UG/M3,52,52,52,Redding,Redding,CA,Active,1/27/2026 2:00:00 PM,556339075,Permanent,-13623190.2276882,4946147.69550694
060890009,US,Shasta County Air Quality Management District,R9,246.1,-8,40.6894,2026-01-27 06:00:00 GMT-8,-122.4024,24,22,22,22,22,22,22,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Redding,Shasta Lake City,CA,Active,1/27/2026 2:00:00 PM,556339077,Permanent,-13625772.8398746,4966635.61928454
060932001,US,Siskiyou County APCD,R9,799.1,-8,41.72679,2026-01-27 06:00:00 GMT-8,-122.63359,2,59,59,59,6,6,6,1,PPB,,,ND,-999,0,,15,59,59,59,1,UG/M3,59,59,59,Yreka,Yreka,CA,Active,1/27/2026 2:00:00 PM,556339079,Permanent,-13651508.7929511,5120141.3629886
060950004,US,Bay Area Air District,R9,5.8,-8,38.102507,2026-01-27 06:00:00 GMT-8,-122.237976,21,57,57,57,18,18,18,1,PPB,,,ND,-999,0,,11,57,57,57,1,UG/M3,57,57,57,Napa,Vallejo,CA,Active,1/27/2026 2:00:00 PM,556339080,Permanent,-13607469.2439204,4593916.75175092
060950005,US,Bay Area Air District,R9,9.8,-8,38.227066,2026-01-27 06:00:00 GMT-8,-122.075624,10,8,8,8,8,8,8,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Fairfield,Fairfield,CA,Active,1/27/2026 2:00:00 PM,556339081,Permanent,-13589396.3019511,4611552.46954362
060953003,US,Yolo-Solano AQMD,R9,0,-8,38.356556,2026-01-27 06:00:00 GMT-8,-121.949853,2,59,59,59,4,4,4,1,PPB,,,ND,-999,0,,15,59,59,59,1,UG/M3,59,59,59,Vacaville,Vacaville,CA,Active,1/27/2026 2:00:00 PM,556339082,Permanent,-13575395.5382746,4629918.39078549
060959999,US,Yolo-Solano AQMD,R9,6.7,-8,38.167297,2026-01-27 06:00:00 GMT-8,-121.688561,,77,77,77,,ND,-999,0,,,,ND,-999,0,,23,77,77,77,1,UG/M3,77,77,77,Rio Vista,Rio Vista,CA,Active,1/27/2026 2:00:00 PM,556339083,Permanent,-13546308.6458862,4603086.29989042
060970004,US,Bay Area Air District,R9,0,-8,38.403765,2026-01-27 06:00:00 GMT-8,-122.818294,,66,66,66,5,5,5,1,,,,ND,-999,0,,15,66,66,66,1,UG/M3,66,66,66,Santa Rosa,Sebastopol,CA,Active,1/27/2026 2:00:00 PM,556339085,Permanent,-13672069.9481786,4636622.3393086
061010004,US,California Air Resources Board,R9,645.4,-8,39.20556,2026-01-27 06:00:00 GMT-8,-121.82046,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Yuba City and Marysville,Sutter Buttes (seasonal),CA,Active,1/27/2026 2:00:00 PM,556339090,Permanent,-13560991.5754023,4751159.19750557
061030004,US,California Air Resources Board,R9,562.1,-8,40.26207,2026-01-27 06:00:00 GMT-8,-122.09265,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,Tuscan Butte (Seasonal),CA,Active,1/27/2026 2:00:00 PM,556339091,Permanent,-13591291.6276014,4904098.98105204
061050002,US,North Coast Unified Air Quality Management District,R9,600.2,-8,40.734722,2026-01-27 06:00:00 GMT-8,-122.941109,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,Weaverville,Weaverville,CA,Active,1/27/2026 2:00:00 PM,556339094,Permanent,-13685741.6514403,4973291.61126794
061072010,US,San Joaquin Valley Unified APCD,R9,0,-8,36.0319,2026-01-27 06:00:00 GMT-8,-119.055,0,62,62,62,2,2,2,1,PPB,,,ND,-999,0,,15,62,62,62,1,UG/M3,62,62,62,Visalia,Porterville-NFS,CA,Active,1/27/2026 2:00:00 PM,556339098,Permanent,-13253141.9763932,4305011.65109166
061090005,US,California Air Resources Board,R9,0,-8,37.98178,2026-01-27 06:00:00 GMT-8,-120.378551,13,14,14,14,14,14,14,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Tuolumne County,Sonora - Barretta Street,CA,Active,1/27/2026 2:00:00 PM,556339099,Permanent,-13400478.9997521,4576852.25758217
061110007,US,Ventura County APCD,R9,0,-8,34.21017,2026-01-27 06:00:00 GMT-8,-118.87051,37,28,28,28,28,28,28,1,PPB,,,ND,-999,0,,2,14,14,14,1,UG/M3,14,14,14,Thousand Oaks,Thousand Oaks - Moorpark Road,CA,Active,1/27/2026 2:00:00 PM,556339100,Permanent,-13232604.6435367,4057057.75527964
061110009,US,Ventura County APCD,R9,0,-8,34.40428,2026-01-27 06:00:00 GMT-8,-118.80998,28,25,25,25,25,25,25,1,PPB,,,ND,-999,0,,3,14,14,14,1,UG/M3,14,14,14,Piru,Piru - Pacific,CA,Active,1/27/2026 2:00:00 PM,556339101,Permanent,-13225866.474759,4083216.99749441
061111004,US,Ventura County APCD,R9,233.3,-8,34.44806,2026-01-27 06:00:00 GMT-8,-119.2313,10,9,9,9,9,9,9,1,PPB,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,Ojai,Ojai - Ojai Ave.,CA,Active,1/27/2026 2:00:00 PM,556339102,Permanent,-13272767.60262,4089125.38793617
061130004,US,California Air Resources Board,R9,0,-8,38.53455,2026-01-27 06:00:00 GMT-8,-121.7734,10,59,59,59,12,12,12,1,PPB,,,ND,-999,0,,10.3,59,59,59,1,UG/M3,59,59,59,Davis,Davis - UCD Campus,CA,Active,1/27/2026 2:00:00 PM,556339106,Permanent,-13555752.8801656,4655217.46571978
061131003,US,Yolo-Solano AQMD,R9,0,-8,38.661239,2026-01-27 06:00:00 GMT-8,-121.732683,6,6,6,6,6,6,6,1,PPB,,,ND,-999,0,,17,,ND,-999,1,UG/M3,,ND,-999,Woodland,Woodland,CA,Active,1/27/2026 2:00:00 PM,556339107,Permanent,-13551220.284459,4673262.47964533
040070010,US,Arizona Department of Environmental Quality,R9,786.3,-7,33.654725,2026-01-27 07:00:00 GMT-7,-111.107406,30,28,28,28,28,28,28,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,Tonto National Monument,AZ,Active,1/27/2026 2:00:00 PM,556339758,Permanent,-12368419.8592815,3982533.7198324
040070011,US,Arizona Department of Environmental Quality,R9,0,-7,33.3855,2026-01-27 07:00:00 GMT-7,-110.867267,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Miami,Miami Jones Ranch,AZ,Active,1/27/2026 2:00:00 PM,556339759,Permanent,-12341687.7080819,3946585.14315151
040070012,US,Arizona Department of Environmental Quality,R9,0,-7,33.397433,2026-01-27 07:00:00 GMT-7,-110.87445,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Miami,Miami Town Site,AZ,Active,1/27/2026 2:00:00 PM,556339760,Permanent,-12342487.3159843,3948176.14567936
040131010,US,Maricopa County Air Quality Department,R9,384.3,-7,33.4522,2026-01-27 07:00:00 GMT-7,-111.7331,30,28,28,28,28,28,28,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Phoenix,Falcon Field Fire Station,AZ,Active,1/27/2026 2:00:00 PM,556339786,Permanent,-12438071.7967539,3955480.92239537
040132005,US,Maricopa County Air Quality Department,R9,733.8,-7,33.712299,2026-01-27 07:00:00 GMT-7,-111.852699,37,31,31,31,31,31,31,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,McDowell,Pinnacle Peak Club House,AZ,Active,1/27/2026 2:00:00 PM,556339790,Permanent,-12451385.4965333,3990235.92260468
040134008,US,Maricopa County Air Quality Department,R9,587.4,-7,33.8217,2026-01-27 07:00:00 GMT-7,-112.0174,26,28,28,28,28,28,28,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Phoenix,Cave Creek,AZ,Active,1/27/2026 2:00:00 PM,556339800,Permanent,-12469719.9279864,4004885.74539164
040134020,US,Maricopa County Air Quality Department,R9,324.5,-7,33.461807,2026-01-27 07:00:00 GMT-7,-112.128044,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Phoenix,Thirty Third,AZ,Active,1/27/2026 2:00:00 PM,556339806,Permanent,-12482036.7617258,3956762.77141313
040134021,US,Maricopa County Air Quality Department,R9,0,-7,33.41046,2026-01-27 07:00:00 GMT-7,-112.002642,,57,57,57,,ND,-999,0,,,,ND,-999,0,,13.9,57,57,57,1,UG/M3,57,57,57,Phoenix,Eastwood,AZ,Active,1/27/2026 2:00:00 PM,556339807,Permanent,-12468077.0749413,3949913.25844614
040137021,US,Salt River Pima-Maricopa Indian Community,R9,394.7,-7,33.5079,2026-01-27 07:00:00 GMT-7,-111.754601,29,26,26,26,26,26,26,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Salt River Pima-Maricopa Indian Community,Red Mountain,AZ,Active,1/27/2026 2:00:00 PM,556339810,Permanent,-12440465.2771255,3962914.87515544
040139508,US,Maricopa County Air Quality Department,R9,1583,-7,33.9828,2026-01-27 07:00:00 GMT-7,-111.7987,45,41,41,41,41,41,41,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Phoenix,Humboldt Mountain - Tonto N.F.,AZ,Active,1/27/2026 2:00:00 PM,556339814,Permanent,-12445374.35535,4026492.72012558
040139702,US,Maricopa County Air Quality Department,R9,436.2,-7,33.5455,2026-01-27 07:00:00 GMT-7,-111.6093,20,21,21,21,21,21,21,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Phoenix,Blue Point Sheriff Sub-station,AZ,Active,1/27/2026 2:00:00 PM,556339815,Permanent,-12424290.4437937,3967935.83216188
040139704,US,Maricopa County Air Quality Department,R9,505.1,-7,33.611,2026-01-27 07:00:00 GMT-7,-111.7253,33,30,30,30,30,30,30,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,McDowell,Fountain Hills,AZ,Active,1/27/2026 2:00:00 PM,556339816,Permanent,-12437203.5047257,3976687.6673214
040190021,US,Pima County Department of Environmental Quality,R9,0,-7,32.1764,2026-01-27 07:00:00 GMT-7,-110.7378,39,32,32,32,32,32,32,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Tucson,Saguaro National Park,AZ,Active,1/27/2026 2:00:00 PM,556339826,Permanent,-12327275.5075674,3786488.20687023
040191011,US,Pima County Department of Environmental Quality,R9,0,-7,32.205,2026-01-27 07:00:00 GMT-7,-110.8772,27,27,27,27,27,27,27,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Tucson,22nd Street & Craycroft,AZ,Active,1/27/2026 2:00:00 PM,556339828,Permanent,-12342793.444584,3790250.24640319
040191018,US,Pima County Department of Environmental Quality,R9,0,-7,32.4253,2026-01-27 07:00:00 GMT-7,-111.0669,23,22,22,22,22,22,22,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Tucson,Tangerine & Camino de Oeste,AZ,Active,1/27/2026 2:00:00 PM,556339829,Permanent,-12363910.7519874,3819268.2511483
040191020,US,Pima County Department of Environmental Quality,R9,0,-7,32.0475,2026-01-27 07:00:00 GMT-7,-110.7739,37,32,32,32,32,32,32,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Tucson,Fairgrounds,AZ,Active,1/27/2026 2:00:00 PM,556339830,Permanent,-12331294.141185,3769547.3565471
040191028,US,Pima County Department of Environmental Quality,R9,0,-7,32.2953,2026-01-27 07:00:00 GMT-7,-110.9822,1,31,31,31,6,6,6,1,PPB,,,ND,-999,0,,6,31,31,31,1,UG/M3,31,31,31,Tucson,Children's Park Site,AZ,Active,1/27/2026 2:00:00 PM,556339831,Permanent,-12354481.9911172,3802136.06620699
040191032,US,Pima County Department of Environmental Quality,R9,0,-7,32.1731,2026-01-27 07:00:00 GMT-7,-110.9797,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,Tucson,Rose Elementary,AZ,Active,1/27/2026 2:00:00 PM,556339833,Permanent,-12354203.6923903,3786054.20143286
040191034,US,Pima County Department of Environmental Quality,R9,0,-7,32.3806,2026-01-27 07:00:00 GMT-7,-111.1272,11,10,10,10,10,10,10,1,PPB,,,ND,-999,0,,-2,0,0,0,1,UG/M3,0,0,0,Tucson,Coachline,AZ,Active,1/27/2026 2:00:00 PM,556339834,Permanent,-12370623.3172823,3813374.63574482
040213001,US,Pinal County Air Quality Control District,R9,0,-7,33.421406,2026-01-27 07:00:00 GMT-7,-111.543596,35,31,31,31,31,31,31,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Phoenix,AJ Maintenance Yard,AZ,Active,1/27/2026 2:00:00 PM,556339850,Permanent,-12416976.3079706,3951373.07731709
040213003,US,Pinal County Air Quality Control District,R9,0,-7,32.9544,2026-01-27 07:00:00 GMT-7,-111.7622,35,31,31,31,31,31,31,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,West Pinal,C GRANDE,AZ,Active,1/27/2026 2:00:00 PM,556339852,Permanent,-12441311.193936,3889252.88902987
040218001,US,Arizona Department of Environmental Quality,R9,668.3,-7,33.289398,2026-01-27 07:00:00 GMT-7,-111.292801,41,36,36,36,36,36,36,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,Queen Valley,AZ,Active,1/27/2026 2:00:00 PM,556339863,Permanent,-12389057.9362771,3933780.00898557
040258034,US,Arizona Department of Environmental Quality,R9,0,-7,34.61205,2026-01-27 07:00:00 GMT-7,-112.46321,27,25,25,25,25,25,25,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Prescott,Prescott Pioneer Park,AZ,Active,1/27/2026 2:00:00 PM,556339871,Permanent,-12519347.270177,4111284.47224835
060010009,US,Bay Area Air District,R9,9.8,-8,37.743061,2026-01-27 06:00:00 GMT-8,-122.169907,9,68,68,68,11,11,11,1,PPB,,,ND,-999,0,,19,68,68,68,1,UG/M3,68,68,68,Oakland,Oakland,CA,Active,1/27/2026 2:00:00 PM,556340022,Permanent,-13599891.8375016,4543192.26550338
060010011,US,Bay Area Air District,R9,2.7,-8,37.8148,2026-01-27 06:00:00 GMT-8,-122.282402,2,74,74,74,3,3,3,1,PPB,,,ND,-999,0,,20,74,74,74,1,UG/M3,74,74,74,Oakland,Oakland West,CA,Active,1/27/2026 2:00:00 PM,556340023,Permanent,-13612414.7236184,4553296.19856965
